10:48:16.416 | decode | pos=105 | anchorsTried=80/220 | placed=93 | elapsedMs=9078
10:48:16.419 | decode | pos=105 | anchorsTried=160/220 | placed=93 | elapsedMs=9081
10:48:16.425 | decode | pos=106 | anchorsTried=80/220 | placed=94 | elapsedMs=9087
10:48:16.429 | decode | pos=106 | anchorsTried=160/220 | placed=94 | elapsedMs=9091
10:48:16.437 | decode | pos=107 | anchorsTried=80/220 | placed=94 | elapsedMs=9099
10:48:16.442 | decode | pos=107 | anchorsTried=160/220 | placed=94 | elapsedMs=9104
10:48:16.449 | decode | pos=108 | anchorsTried=80/220 | placed=94 | elapsedMs=9111
10:48:16.454 | decode | pos=108 | anchorsTried=160/220 | placed=94 | elapsedMs=9116
10:48:16.461 | decode | pos=109 | anchorsTried=80/220 | placed=94 | elapsedMs=9123
10:48:16.464 | decode | pos=109 | anchorsTried=160/220 | placed=94 | elapsedMs=9126
10:48:16.467 | decode | progress | pos=110/122 | placed=94 | elapsedMs=9129
10:48:16.473 | decode | pos=110 | anchorsTried=80/220 | placed=94 | elapsedMs=9135
10:48:16.477 | decode | pos=110 | anchorsTried=160/220 | placed=94 | elapsedMs=9139
10:48:16.484 | decode | pos=111 | anchorsTried=80/220 | placed=94 | elapsedMs=9146
10:48:16.488 | decode | pos=111 | anchorsTried=160/220 | placed=94 | elapsedMs=9150
10:48:16.494 | decode | pos=112 | anchorsTried=80/220 | placed=94 | elapsedMs=9156
10:48:16.498 | decode | pos=112 | anchorsTried=160/220 | placed=94 | elapsedMs=9160
10:48:16.505 | decode | pos=113 | anchorsTried=80/220 | placed=94 | elapsedMs=9167
10:48:16.508 | decode | pos=113 | anchorsTried=160/220 | placed=94 | elapsedMs=9170
10:48:16.517 | decode | pos=114 | anchorsTried=80/220 | placed=94 | elapsedMs=9179
10:48:16.521 | decode | pos=114 | anchorsTried=160/220 | placed=94 | elapsedMs=9183
10:48:16.525 | decode | progress | pos=115/122 | placed=94 | elapsedMs=9187
10:48:16.531 | decode | pos=115 | anchorsTried=80/220 | placed=94 | elapsedMs=9193
10:48:16.536 | decode | pos=115 | anchorsTried=160/220 | placed=94 | elapsedMs=9198
